carat,cut,color,clarity,depth,table,x,y,z,Expensive
0.51,Premium,G,VS2,62.4,58.0,5.12,5.11,3.19,0
1.51,Very Good,G,SI2,60.5,54.6,7.36,7.4,4.46,1
0.72,Very Good,J,VVS2,63.0,59.0,5.7,5.72,3.6,0
1.01,Good,G,VS1,63.7,57.0,6.32,6.37,4.04,1
0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,0
0.3,Premium,G,VS1,62.8,58.0,4.28,4.26,2.68,0
0.34,Ideal,F,IF,60.7,57.0,4.5,4.53,2.74,0
0.3,Ideal,G,VVS1,62.0,54.0,4.35,4.36,2.7,0
1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,1
1.01,Ideal,G,VS2,63.0,57.0,6.42,6.35,4.02,1
0.31,Premium,E,VVS2,62.2,56.0,4.31,4.28,2.67,0
1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,1
0.32,Very Good,E,VVS2,61.6,54.0,4.43,4.46,2.74,0
0.32,Good,D,SI1,63.7,55.0,4.31,4.33,2.75,0
0.7,Good,H,VS2,61.4,56.0,5.73,5.8,3.54,0
1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,1
1.06,Very Good,F,SI1,61.8,60.0,6.61,6.68,3.96,1
1.0,Fair,H,SI2,65.2,54.0,6.3,6.22,4.08,0
0.32,Ideal,I,VS1,60.9,56.7,4.41,4.44,2.69,0
0.9,Good,G,SI1,62.8,59.0,6.08,6.12,3.83,1
0.3,Very Good,J,VS1,62.7,59.0,4.24,4.28,2.67,0
0.71,Ideal,I,SI1,62.6,54.0,5.68,5.73,3.57,0
0.54,Good,E,VVS2,60.1,61.0,5.3,5.38,3.21,0
0.73,Premium,F,SI2,62.0,57.0,5.79,5.76,3.58,0
0.72,Very Good,F,VS2,63.6,58.0,5.66,5.69,3.61,0
2.26,Very Good,H,SI2,63.3,59.0,8.35,8.26,5.25,1
0.51,Ideal,E,VS2,60.9,56.0,5.15,5.2,3.15,0
0.7,Very Good,E,VVS2,61.5,58.0,5.67,5.71,3.5,1
0.62,Premium,F,SI1,61.3,60.0,5.48,5.45,3.35,0
0.5,Very Good,E,VVS2,62.4,55.0,5.08,5.11,3.18,0
0.41,Premium,E,SI2,61.3,59.0,4.8,4.85,2.96,0
0.52,Premium,G,VS2,62.4,56.0,5.19,5.16,3.23,0
1.57,Premium,J,VS1,61.3,59.0,7.44,7.47,4.57,1
1.36,Ideal,G,SI1,61.0,56.0,7.17,7.2,4.38,1
0.5,Premium,E,SI2,61.5,58.0,5.09,5.03,3.11,0
0.7,Premium,F,SI1,59.5,57.0,5.81,5.79,3.45,0
1.5,Premium,D,I1,62.4,60.0,7.37,7.19,4.54,1
0.93,Ideal,I,SI2,62.3,57.0,6.22,6.2,3.87,1
1.01,Premium,F,VS1,60.4,59.0,6.54,6.5,3.94,1
1.7,Ideal,H,VS2,62.8,55.0,7.61,7.54,4.76,1
0.26,Premium,F,VS1,61.8,58.0,4.18,4.22,2.5,0
0.38,Ideal,E,VVS1,61.5,56.0,4.67,4.7,2.88,0
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,0
0.41,Very Good,H,VVS1,59.5,58.0,4.82,4.86,2.88,0
0.7,Ideal,F,SI2,61.4,55.0,5.73,5.77,3.53,0
0.7,Ideal,E,SI1,62.3,54.0,5.95,5.97,3.71,1
0.5,Ideal,G,SI1,60.2,57.0,5.16,5.2,3.12,0
1.01,Premium,F,VS2,59.2,61.0,6.59,6.55,3.89,1
1.02,Very Good,H,SI2,63.4,63.0,6.36,6.32,4.02,1
0.9,Good,E,VS2,63.7,54.0,6.13,6.15,3.91,1
0.63,Ideal,G,SI1,62.3,58.0,5.44,5.48,3.4,0
0.36,Premium,D,VS2,61.0,59.0,4.61,4.57,2.8,0
0.47,Ideal,H,VS2,62.7,55.0,4.95,5.08,3.15,0
2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,1
2.16,Ideal,G,SI2,62.5,54.2,8.23,8.27,5.16,1
0.46,Good,E,VS2,60.9,62.0,4.93,4.96,3.01,0
0.51,Ideal,H,VS2,61.5,55.0,5.16,5.18,3.18,0
0.3,Ideal,H,SI1,62.9,57.0,4.31,4.28,2.7,0
0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,0
2.75,Ideal,D,I1,60.9,57.0,9.04,8.98,5.49,1
0.51,Very Good,D,VVS2,62.4,58.0,5.1,5.13,3.19,0
0.34,Ideal,F,VS2,61.4,55.0,4.54,4.52,2.78,0
0.51,Very Good,D,VS1,63.1,58.0,5.05,5.1,3.2,0
1.51,Ideal,J,VS1,62.7,56.0,7.3,7.35,4.59,1
0.61,Ideal,F,VVS2,61.1,57.0,5.47,5.49,3.34,1
0.56,Ideal,F,VVS1,62.1,56.0,5.29,5.3,3.29,0
0.7,Ideal,D,SI2,60.6,56.6,5.75,5.77,3.49,0
0.38,Premium,F,VS1,62.7,57.0,4.71,4.64,2.93,0
0.35,Premium,H,VVS2,61.9,58.0,4.5,4.54,2.8,0
0.61,Ideal,H,VS2,62.0,53.0,5.47,5.49,3.4,0
0.25,Premium,H,VVS1,62.7,60.0,4.03,3.98,2.51,0
0.7,Very Good,D,SI1,62.8,60.0,5.66,5.68,3.56,0
0.73,Ideal,I,VS1,61.1,56.0,5.79,5.83,3.55,0
1.04,Premium,G,VS2,62.6,56.0,6.44,6.41,4.02,1
0.41,Premium,F,VVS1,61.8,59.0,4.77,4.74,2.94,0
1.57,Very Good,D,SI1,62.3,59.0,7.39,7.44,4.62,1
0.54,Good,E,SI2,63.4,56.0,5.14,5.18,3.27,0
0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,0
1.62,Ideal,I,SI2,62.2,57.0,7.51,7.57,4.69,1
0.34,Premium,G,VS2,61.2,58.0,4.46,4.5,2.74,0
1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,1
1.07,Very Good,H,SI1,59.2,61.0,6.65,6.67,3.94,1
0.41,Very Good,D,SI1,63.3,55.0,4.77,4.74,3.01,0
0.3,Ideal,E,VVS2,62.0,56.0,4.3,4.34,2.68,0
1.75,Premium,G,VS2,61.5,59.0,7.76,7.66,4.74,1
0.38,Very Good,I,VVS1,62.6,59.0,4.6,4.64,2.89,0
1.33,Ideal,G,VVS1,62.2,54.0,7.02,7.06,4.38,1
1.75,Ideal,I,VVS2,62.1,56.0,7.72,7.69,4.79,1
1.62,Good,H,VS2,61.5,60.8,7.48,7.53,4.62,1
1.51,Ideal,I,SI1,59.4,61.0,7.52,7.46,4.45,1
1.51,Premium,E,SI1,58.3,59.0,7.52,7.47,4.37,1
0.41,Premium,I,SI2,61.8,59.0,4.76,4.79,2.94,0
0.54,Ideal,I,VS2,61.1,55.0,5.27,5.31,3.23,0
0.42,Very Good,F,VVS1,63.0,59.0,4.75,4.81,3.01,0
1.12,Very Good,H,SI2,62.4,55.0,6.63,6.68,4.15,1
1.19,Ideal,G,VVS2,60.7,57.0,6.8,6.85,4.14,1
0.53,Ideal,D,VS2,62.2,56.0,5.19,5.16,3.22,0
0.53,Very Good,E,VS1,58.5,61.0,5.28,5.39,3.12,0
0.27,Premium,E,VS1,61.5,58.0,4.17,4.22,2.58,0
1.51,Very Good,F,VVS2,61.4,58.0,7.31,7.34,4.5,1
0.4,Ideal,F,VS2,60.6,55.0,4.78,4.82,2.91,0
0.81,Very Good,E,SI1,63.8,58.0,5.85,5.97,3.77,0
0.3,Very Good,G,SI1,62.7,58.0,4.22,4.27,2.66,0
2.04,Premium,H,SI2,60.8,58.0,8.23,8.14,4.98,1
1.0,Premium,G,SI1,60.5,61.0,6.51,6.45,3.92,1
0.46,Ideal,G,SI1,61.4,56.0,4.97,4.99,3.06,0
1.32,Premium,I,SI1,62.2,58.0,6.99,7.04,4.36,1
0.7,Very Good,D,VVS2,62.8,60.0,5.65,5.69,3.56,1
1.01,Very Good,F,VVS2,62.3,56.0,6.38,6.42,3.99,1
0.31,Ideal,D,SI1,61.8,57.0,4.37,4.33,2.69,0
0.3,Ideal,G,VVS1,61.7,57.0,4.31,4.35,2.67,0
0.9,Good,F,SI1,64.2,56.0,6.02,6.1,3.89,1
1.01,Ideal,I,SI1,61.9,59.0,6.38,6.42,3.96,1
1.26,Premium,H,SI1,62.2,58.0,6.93,6.87,4.29,1
0.58,Very Good,E,VVS1,59.4,63.0,5.42,5.32,3.19,0
2.1,Ideal,H,SI2,63.0,57.0,8.13,8.08,5.11,1
1.07,Premium,H,VS2,62.4,59.0,6.53,6.46,4.05,1
1.01,Premium,F,VS2,62.2,60.0,6.37,6.4,3.97,1
0.7,Very Good,G,VS2,63.1,58.0,5.65,5.61,3.55,0
0.7,Ideal,G,VS1,61.4,55.0,5.71,5.76,3.53,1
1.19,Premium,H,SI2,61.9,58.0,6.84,6.77,4.21,1
1.01,Premium,D,SI2,61.8,57.0,6.47,6.42,3.98,1
0.51,Very Good,F,VS2,61.8,56.0,5.09,5.05,3.22,0
0.56,Premium,G,VS1,61.2,60.0,5.26,5.3,3.23,0
0.89,Fair,I,VS1,68.2,65.0,5.82,5.74,3.94,0
0.34,Ideal,G,IF,61.9,54.0,4.51,4.53,2.8,0
0.9,Good,D,SI1,61.9,64.0,6.09,6.0,3.74,1
0.9,Premium,I,VS2,62.8,61.0,6.12,6.02,3.81,1
0.43,Ideal,D,VS2,62.0,55.0,4.86,4.81,3.0,0
0.34,Ideal,G,VVS2,61.8,56.0,4.49,4.47,2.76,0
0.81,Premium,E,VS2,61.5,58.0,5.99,5.94,3.97,1
0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,0
0.33,Ideal,E,VS1,61.5,54.0,4.46,4.49,2.75,0
0.7,Very Good,F,SI1,61.4,58.0,6.18,6.23,3.81,1
0.43,Premium,F,SI1,61.7,58.0,4.82,4.84,2.98,0
0.35,Premium,F,VS2,62.0,59.0,4.51,4.55,2.81,0
1.71,Ideal,E,SI2,61.9,57.0,7.69,7.65,4.75,1
0.31,Ideal,E,VVS1,62.5,54.0,4.33,4.37,2.72,0
1.47,Premium,H,SI2,61.8,56.0,7.51,7.46,4.42,1
0.53,Ideal,G,VVS1,61.3,56.0,5.22,5.26,3.21,0
0.37,Very Good,E,VS2,58.9,61.0,4.66,4.68,2.75,0
0.32,Very Good,F,VS2,61.2,58.0,4.38,4.41,2.69,0
1.08,Very Good,G,VS2,62.3,58.0,6.5,6.54,4.06,1
2.29,Premium,G,SI2,62.4,60.0,8.41,8.36,5.23,1
0.35,Ideal,F,VS2,60.5,57.0,4.6,4.52,2.76,0
1.0,Very Good,E,SI1,59.4,63.0,6.47,6.42,3.83,1
0.56,Very Good,D,VS2,62.8,57.0,5.25,5.29,3.31,0
0.73,Good,E,VS1,59.0,61.0,5.88,5.92,3.48,1
0.77,Very Good,F,SI2,60.1,56.0,5.94,5.97,3.58,0
1.51,Good,I,SI1,63.7,58.0,7.22,7.26,4.61,1
1.0,Good,G,SI1,62.2,62.0,6.34,6.39,3.96,1
2.03,Very Good,I,SI2,62.8,60.0,7.99,8.05,5.04,1
0.77,Very Good,G,VVS2,62.8,58.0,5.84,5.78,3.65,1
0.71,Very Good,F,VS2,62.8,57.0,5.64,5.69,3.56,0
1.54,Ideal,G,VVS1,61.4,56.0,7.42,7.47,4.57,1
0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,0
0.5,Good,E,VVS1,58.3,62.0,5.16,5.23,3.03,0
1.51,Premium,F,SI1,60.9,59.0,7.42,7.33,4.49,1
1.01,Ideal,F,VS1,61.7,59.0,6.44,6.42,3.97,1
0.33,Very Good,H,VS1,59.7,59.0,4.52,4.53,2.7,0
1.54,Ideal,G,VS1,62.0,57.0,7.4,7.45,4.6,1
0.61,Ideal,E,VS1,62.1,57.0,5.41,5.47,3.38,0
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,0
0.3,Good,H,VVS2,63.7,55.0,4.27,4.24,2.71,0
1.51,Premium,E,SI2,60.6,59.0,7.47,7.41,4.51,1
1.02,Premium,G,SI2,62.5,59.0,6.42,6.37,4.0,1
0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,0
1.12,Ideal,E,SI1,61.6,55.0,6.69,6.66,4.11,1
0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,0
2.19,Good,G,SI1,63.7,56.0,8.26,8.17,5.23,1
0.55,Ideal,D,VS2,62.7,57.0,5.2,5.23,3.27,0
0.51,Very Good,E,SI1,62.5,57.0,5.06,5.09,3.17,0
1.57,Ideal,H,SI1,60.5,57.0,7.6,7.57,4.59,1
0.43,Ideal,G,VVS2,60.9,57.0,4.85,4.9,2.97,0
0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,1
0.33,Premium,E,VS2,62.0,59.0,4.39,4.41,2.73,0
0.52,Very Good,I,VS1,61.0,58.0,5.18,5.22,3.17,0
0.35,Ideal,E,SI1,61.2,57.0,4.56,4.52,2.78,0
0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,0
1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,1
0.9,Fair,H,SI1,61.4,61.0,6.08,6.14,3.75,1
0.4,Ideal,F,VS1,61.8,55.0,4.76,4.78,2.95,0
0.75,Very Good,D,SI1,61.8,57.0,5.78,5.81,3.58,1
1.28,Premium,H,SI2,61.8,58.0,7.13,7.03,4.26,1
0.47,Ideal,H,VS2,62.0,54.0,4.99,5.01,3.1,0
1.02,Ideal,G,VS1,62.2,57.0,6.43,6.47,4.01,1
0.52,Ideal,F,VS2,61.8,55.4,5.13,5.17,3.18,0
0.7,Ideal,F,VS1,62.5,56.0,5.7,5.73,3.57,0
0.39,Very Good,F,VVS2,63.5,58.0,4.65,4.61,2.94,0
0.41,Ideal,E,SI1,61.4,57.0,4.78,4.8,2.94,0
1.0,Very Good,I,SI2,62.6,57.0,6.37,6.4,4.0,1
0.5,Premium,E,SI1,60.2,58.0,5.18,5.15,3.11,0
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,0
0.43,Premium,D,SI1,61.0,57.0,4.88,4.85,2.97,0
0.54,Ideal,F,SI2,61.0,56.0,5.24,5.29,3.21,0
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,1
0.47,Ideal,D,VS2,61.9,56.0,4.99,5.03,3.1,0
2.09,Premium,F,SI2,61.2,57.0,8.26,8.21,5.04,1
0.33,Very Good,H,SI1,63.0,56.0,4.41,4.42,2.78,0
0.61,Premium,H,VVS2,62.4,59.0,5.4,5.43,3.38,0
0.26,Very Good,E,VVS1,61.8,59.0,4.11,4.14,2.55,0
0.9,Very Good,F,VS2,61.7,56.0,6.18,6.21,3.82,1
2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,1
0.56,Very Good,E,VS2,61.7,56.0,5.25,5.31,3.26,0
0.3,Good,D,SI1,63.4,54.0,4.27,4.31,2.72,0
0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,0
1.01,Good,G,SI1,63.1,55.0,6.31,6.33,3.99,1
0.52,Ideal,G,SI1,62.2,54.0,5.16,5.19,3.22,0
0.3,Ideal,F,VS2,62.0,55.0,4.33,4.31,2.68,0
0.72,Premium,F,SI1,61.8,61.0,5.82,5.71,3.56,0
0.43,Premium,G,VVS1,60.3,58.0,4.87,4.91,2.95,0
0.7,Ideal,I,SI1,60.1,56.0,6.9,6.84,4.13,1
0.35,Ideal,E,VS2,62.0,55.0,4.52,4.54,2.81,0
0.33,Ideal,G,IF,62.1,56.0,4.44,4.41,2.75,0
0.37,Premium,I,VVS1,61.6,59.0,4.66,4.62,2.86,0
0.3,Premium,E,VS2,61.7,60.0,4.28,4.31,2.65,0
0.44,Premium,E,SI1,62.9,58.0,4.88,4.85,3.06,0
1.02,Good,I,SI2,63.6,56.0,6.37,6.4,4.06,1
0.82,Premium,H,SI2,60.4,58.0,6.11,6.07,3.68,0
0.91,Very Good,G,VS1,63.2,58.0,6.15,6.07,3.86,1
1.5,Good,J,SI2,60.9,62.0,7.3,7.32,4.45,1
0.83,Very Good,E,SI2,58.0,62.0,6.19,6.25,3.61,0
2.6,Premium,J,SI2,58.3,61.0,9.05,8.94,5.24,1
0.71,Very Good,H,SI1,61.4,58.0,5.72,5.78,3.53,0
0.3,Premium,G,IF,58.4,62.0,4.43,4.4,2.58,0
0.32,Ideal,G,VVS2,62.2,55.0,4.41,4.43,2.75,0
0.5,Ideal,E,SI1,60.1,57.0,5.14,5.27,3.13,0
0.4,Ideal,G,VS2,62.4,54.0,4.74,4.75,2.96,0
0.37,Ideal,J,VS1,62.6,57.0,4.57,4.54,2.85,0
1.63,Very Good,G,SI1,62.5,58.0,7.48,7.44,4.66,1
1.5,Good,G,VS2,63.6,60.0,7.24,7.2,4.59,1
1.0,Good,D,VS2,63.6,56.0,6.38,6.27,4.02,1
0.9,Very Good,E,SI1,62.1,59.0,6.13,6.17,3.82,1
0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,0
1.52,Premium,D,SI1,60.2,58.0,7.49,7.46,4.5,1
0.7,Ideal,E,VS2,61.1,59.0,5.67,5.73,3.48,1
1.5,Very Good,E,SI1,62.0,57.0,7.25,7.33,4.52,1
1.01,Premium,G,SI2,60.5,58.0,6.55,6.47,3.94,1
1.26,Ideal,D,SI2,61.6,56.0,6.99,6.95,4.3,1
0.54,Ideal,E,VS2,60.5,56.0,5.28,5.26,3.19,0
0.7,Ideal,E,VS2,61.7,56.0,5.74,5.71,3.53,0
0.6,Ideal,D,VS2,61.5,55.0,5.42,5.45,3.34,0
1.04,Premium,J,SI2,62.0,59.0,6.49,6.47,4.02,1
0.3,Very Good,H,SI1,59.5,62.0,4.32,4.35,2.58,0
0.3,Very Good,H,SI1,60.8,61.0,4.25,4.3,2.6,0
1.52,Very Good,J,VVS1,63.6,56.0,7.26,7.33,4.64,1
0.46,Premium,G,SI1,60.6,59.0,5.04,5.0,3.04,0
1.05,Premium,J,VS1,60.0,60.0,6.46,6.43,4.0,1
0.28,Very Good,G,VVS2,62.3,56.0,4.16,4.19,2.6,0
0.52,Ideal,G,VVS1,61.9,54.4,5.15,5.18,3.2,0
1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,1
0.35,Ideal,F,VS2,62.4,57.0,4.5,4.51,2.81,0
1.05,Very Good,G,VS2,60.1,55.0,6.65,6.73,4.02,1
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,1
0.73,Fair,I,I1,70.8,55.0,5.51,5.34,3.84,0
0.58,Ideal,F,VS1,61.9,56.0,5.36,5.33,3.31,0
1.21,Good,E,I1,64.0,57.0,6.73,6.67,4.29,1
1.57,Ideal,J,VS1,62.1,54.0,7.46,7.49,4.64,1
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,0
1.04,Ideal,H,SI2,62.0,57.0,6.53,6.43,4.02,1
0.31,Ideal,F,VVS1,61.2,57.0,4.42,4.4,2.7,0
0.51,Good,G,SI2,63.6,54.0,5.05,5.08,3.22,0
1.5,Premium,D,VS2,62.5,61.0,7.32,7.25,4.55,1
0.9,Ideal,J,VS2,62.8,55.0,6.2,6.16,3.88,0
0.31,Ideal,G,VS2,61.6,54.0,4.41,4.39,2.71,0
0.59,Very Good,G,VS2,61.5,59.0,5.32,5.41,3.3,0
0.4,Ideal,F,IF,61.9,54.0,4.75,4.81,2.96,0
1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,1
0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,0
0.33,Ideal,E,VVS2,61.0,54.0,4.52,4.49,2.75,0
2.09,Ideal,H,SI1,60.6,57.0,8.34,8.29,5.04,1
0.3,Premium,G,VS1,59.6,59.0,4.34,4.38,2.6,0
0.9,Premium,J,VS1,62.3,56.0,6.23,6.19,3.87,1
0.36,Ideal,D,VS1,61.8,55.0,4.58,4.54,2.82,0
1.02,Very Good,F,SI1,63.7,56.0,6.34,6.41,4.06,1
0.3,Premium,G,VVS2,61.8,59.0,4.26,4.22,2.62,0
0.5,Good,E,VS1,61.1,58.2,5.08,5.12,3.11,0
0.34,Good,F,VS2,64.3,53.0,4.44,4.48,2.87,0
0.24,Very Good,E,VVS2,59.7,60.0,4.08,4.1,2.44,0
1.0,Fair,D,SI2,65.2,56.0,6.27,6.21,4.07,1
0.27,Very Good,H,VVS2,62.5,55.0,4.12,4.16,2.59,0
2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07,1
1.19,Fair,H,SI1,64.4,58.0,6.69,6.64,4.29,1
0.31,Premium,F,VS2,62.0,58.0,4.31,4.37,2.69,0
0.33,Ideal,D,VVS1,61.0,55.0,4.52,4.47,2.74,0
0.43,Ideal,F,VVS2,62.2,55.0,4.85,4.83,3.01,0
0.46,Ideal,I,VS2,62.3,59.0,4.95,4.91,3.07,0
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,1
0.7,Ideal,E,SI1,62.7,57.0,5.64,5.66,3.54,0
0.31,Premium,E,SI1,63.0,59.0,4.31,4.26,2.7,0
1.28,Ideal,G,I1,61.6,57.0,6.96,6.93,4.28,1
1.18,Good,E,SI2,63.6,57.0,6.74,6.72,4.28,1
0.9,Good,F,SI2,64.3,57.0,6.16,6.06,3.93,1
0.28,Very Good,E,VVS2,60.1,62.0,4.25,4.27,2.56,0
1.51,Ideal,D,VS2,62.1,58.0,7.32,7.34,4.55,1
0.4,Ideal,F,SI2,61.9,57.0,4.71,4.73,2.92,0
0.51,Good,E,SI1,63.3,59.0,5.05,5.09,3.21,0
2.01,Ideal,I,SI1,62.2,56.0,8.12,8.06,5.03,1
1.21,Premium,D,SI2,59.7,58.0,7.06,6.96,4.19,1
0.48,Ideal,G,SI2,62.0,54.0,5.04,5.06,3.13,0
0.7,Ideal,J,VVS2,62.7,56.0,5.67,5.71,3.57,0
0.25,Ideal,H,VS2,61.0,55.0,4.11,4.09,2.5,0
1.12,Ideal,E,VS1,61.3,56.0,6.7,6.72,4.11,1
0.71,Ideal,H,VS2,60.9,55.0,5.76,5.74,3.5,0
0.7,Ideal,E,SI1,62.3,56.0,5.68,5.62,3.52,0
1.38,Ideal,G,VS1,62.2,54.0,7.18,7.14,4.45,1
0.31,Ideal,F,VS2,61.6,56.0,4.35,4.39,2.69,0
0.71,Premium,E,SI2,61.4,59.0,5.74,5.7,3.51,0
0.32,Very Good,H,SI2,63.2,55.0,4.36,4.34,2.75,0
0.41,Premium,G,VS1,62.5,59.0,4.73,4.77,2.97,0
1.21,Ideal,E,SI1,62.3,56.0,6.87,6.81,4.26,1
0.58,Ideal,F,VS2,62.1,55.0,5.37,5.33,3.32,0
1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,1
0.78,Very Good,D,VS2,62.2,56.0,5.85,5.91,3.66,1
0.26,Ideal,G,IF,62.5,57.0,4.06,4.1,2.55,0
0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,0
0.28,Ideal,E,VS1,62.0,56.0,4.18,4.21,2.6,0
0.31,Ideal,D,VS2,62.1,54.0,4.37,4.33,2.7,0
0.41,Good,I,VVS2,63.5,57.0,4.72,4.76,3.01,0
0.31,Ideal,G,VS1,62.4,55.0,4.35,4.33,2.71,0
0.71,Very Good,D,VS2,62.5,60.0,5.61,5.65,3.52,0
0.57,Very Good,E,VS1,62.9,56.0,5.31,5.35,3.35,0
0.3,Ideal,H,VVS2,61.1,55.0,4.32,4.36,2.65,0
0.71,Ideal,F,SI2,61.5,55.0,5.78,5.75,3.54,0
0.5,Premium,E,SI1,62.3,58.0,5.09,5.15,3.19,0
0.96,Premium,G,SI2,61.1,59.0,6.32,6.28,3.85,1
0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,0
2.01,Ideal,J,SI2,62.9,54.0,8.06,7.93,5.05,1
0.75,Premium,G,SI1,59.4,62.0,5.95,5.91,3.52,0
0.9,Very Good,I,VS2,61.4,58.0,6.22,6.25,3.83,1
0.7,Very Good,F,SI1,59.8,59.0,5.74,5.8,3.45,0
0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,0
0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,0
1.36,Very Good,D,SI1,59.5,61.0,7.21,7.24,4.3,1
0.33,Very Good,J,VS1,61.5,61.0,4.39,4.46,2.72,0
1.74,Premium,J,SI2,59.7,57.0,7.88,7.8,4.68,1
1.06,Ideal,E,SI1,59.6,54.0,6.64,6.62,3.95,1
0.9,Good,H,VVS1,63.8,59.0,6.13,6.09,3.9,1
0.52,Premium,D,SI1,62.0,60.0,5.18,5.11,3.19,0
0.92,Premium,E,VS1,60.9,61.0,6.25,6.22,3.8,1
0.54,Ideal,G,SI1,62.6,57.0,5.18,5.21,3.25,0
0.5,Premium,E,VS2,62.0,58.0,5.09,5.07,3.15,0
0.9,Fair,H,VS2,64.6,55.0,6.07,6.0,3.9,1
0.51,Ideal,D,VS2,61.5,56.0,5.21,5.17,3.19,0
0.3,Ideal,H,SI2,60.0,56.0,4.41,4.43,2.65,0
1.64,Ideal,I,VS2,60.6,57.0,7.66,7.69,4.65,1
0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29,0
1.09,Ideal,H,SI1,62.1,55.0,6.6,6.64,4.11,1
0.7,Good,E,SI1,61.4,64.0,5.71,5.66,3.49,0
0.33,Ideal,E,IF,61.8,57.0,4.41,4.45,2.74,0
0.59,Premium,D,SI2,61.2,60.0,5.42,5.37,3.3,0
0.43,Premium,D,SI1,61.1,59.0,4.89,4.83,2.97,0
2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,1
1.52,Fair,G,SI2,64.9,59.0,7.19,7.15,4.65,1
0.3,Ideal,D,VS2,61.6,56.0,4.31,4.36,2.67,0
0.23,Very Good,E,VS2,60.5,58.0,3.92,3.95,2.38,0
1.0,Good,H,VS1,60.2,63.0,6.43,6.47,3.88,1
1.5,Good,J,SI2,63.6,58.0,7.25,7.18,4.59,1
0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,0
0.31,Premium,G,VS1,62.4,58.0,4.31,4.34,2.7,0
1.01,Very Good,G,VS2,60.2,58.0,6.51,6.54,3.93,1
1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,1
0.35,Ideal,E,VS2,62.2,56.0,4.51,4.53,2.81,0
0.56,Ideal,H,VS1,62.8,56.0,5.28,5.23,3.3,0
0.57,Premium,G,VS2,62.6,55.0,5.31,5.26,3.31,0
1.56,Good,I,SI1,64.0,57.0,7.32,7.28,4.67,1
0.33,Ideal,F,VS2,62.3,56.0,4.46,4.43,2.77,0
1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,1
0.59,Premium,D,SI1,62.3,54.0,5.41,5.38,3.36,0
0.28,Very Good,E,VS1,59.5,59.0,4.29,4.35,2.57,0
1.52,Good,E,VS1,63.9,56.0,7.25,7.21,4.62,1
0.84,Fair,G,VS1,55.6,64.0,6.42,6.32,3.54,0
1.51,Premium,I,SI2,61.3,55.0,7.41,7.36,4.53,1
0.37,Ideal,J,VS1,62.4,55.0,4.64,4.59,2.88,0
1.16,Ideal,F,VS1,61.9,54.0,6.75,6.79,4.19,1
0.32,Ideal,E,VVS2,62.1,53.0,4.41,4.44,2.75,0
0.4,Very Good,D,VVS2,60.8,56.0,4.78,4.82,2.92,0
1.02,Premium,F,SI2,61.0,58.0,6.49,6.52,3.97,1
1.03,Ideal,F,SI2,60.9,56.0,6.56,6.51,3.98,1
0.65,Ideal,D,VVS2,61.4,60.0,5.54,5.57,3.41,1
2.0,Good,J,SI1,64.2,61.0,7.72,7.69,4.95,1
